"LABEL" "EXPT" "DATA" "RUN" "FOLD" "FOLDRUN" "GROUP" "LANG"
"turk2_s1118_cor_emmog_1_3_1" "emmog" "turk2_s1118_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1118_cor_emmog_1_4_1" "emmog" "turk2_s1118_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1118_cor_emmog_1_5_1" "emmog" "turk2_s1118_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1118_cor_emmog_1_6_1" "emmog" "turk2_s1118_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1118_cor_emmog_1_7_1" "emmog" "turk2_s1118_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1118_cor_emmog_1_8_1" "emmog" "turk2_s1118_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1118_cor_emmog_1_9_1" "emmog" "turk2_s1118_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1118_cor_emmog_1_10_1" "emmog" "turk2_s1118_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_1_1" "emmog" "turk2_s1119_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_2_1" "emmog" "turk2_s1119_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_3_1" "emmog" "turk2_s1119_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_4_1" "emmog" "turk2_s1119_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_5_1" "emmog" "turk2_s1119_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_6_1" "emmog" "turk2_s1119_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_7_1" "emmog" "turk2_s1119_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_8_1" "emmog" "turk2_s1119_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_9_1" "emmog" "turk2_s1119_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1119_cor_emmog_1_10_1" "emmog" "turk2_s1119_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_1_1" "emmog" "turk2_s1121_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_2_1" "emmog" "turk2_s1121_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_3_1" "emmog" "turk2_s1121_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_4_1" "emmog" "turk2_s1121_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_5_1" "emmog" "turk2_s1121_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_6_1" "emmog" "turk2_s1121_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_7_1" "emmog" "turk2_s1121_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_8_1" "emmog" "turk2_s1121_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_9_1" "emmog" "turk2_s1121_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1121_cor_emmog_1_10_1" "emmog" "turk2_s1121_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_1_1" "dpmog" "turk2_s1115_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_2_1" "dpmog" "turk2_s1115_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_3_1" "dpmog" "turk2_s1115_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_4_1" "dpmog" "turk2_s1115_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_5_1" "dpmog" "turk2_s1115_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_6_1" "dpmog" "turk2_s1115_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_7_1" "dpmog" "turk2_s1115_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_8_1" "dpmog" "turk2_s1115_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_9_1" "dpmog" "turk2_s1115_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1115_cor_dpmog_1_10_1" "dpmog" "turk2_s1115_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_1_1" "dpmog" "turk2_s1116_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_2_1" "dpmog" "turk2_s1116_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_3_1" "dpmog" "turk2_s1116_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_4_1" "dpmog" "turk2_s1116_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_5_1" "dpmog" "turk2_s1116_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_6_1" "dpmog" "turk2_s1116_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_7_1" "dpmog" "turk2_s1116_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_8_1" "dpmog" "turk2_s1116_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_9_1" "dpmog" "turk2_s1116_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1116_cor_dpmog_1_10_1" "dpmog" "turk2_s1116_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_1_1" "dpmog" "turk2_s1118_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_2_1" "dpmog" "turk2_s1118_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_3_1" "dpmog" "turk2_s1118_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_4_1" "dpmog" "turk2_s1118_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_5_1" "dpmog" "turk2_s1118_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_6_1" "dpmog" "turk2_s1118_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_7_1" "dpmog" "turk2_s1118_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_8_1" "dpmog" "turk2_s1118_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_9_1" "dpmog" "turk2_s1118_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1118_cor_dpmog_1_10_1" "dpmog" "turk2_s1118_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_1_1" "dpmog" "turk2_s1119_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_2_1" "dpmog" "turk2_s1119_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_3_1" "dpmog" "turk2_s1119_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_4_1" "dpmog" "turk2_s1119_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_5_1" "dpmog" "turk2_s1119_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_6_1" "dpmog" "turk2_s1119_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_7_1" "dpmog" "turk2_s1119_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_8_1" "dpmog" "turk2_s1119_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_9_1" "dpmog" "turk2_s1119_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1119_cor_dpmog_1_10_1" "dpmog" "turk2_s1119_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_1_1" "dpmog" "turk2_s1121_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_2_1" "dpmog" "turk2_s1121_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_3_1" "dpmog" "turk2_s1121_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_4_1" "dpmog" "turk2_s1121_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_5_1" "dpmog" "turk2_s1121_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_6_1" "dpmog" "turk2_s1121_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_7_1" "dpmog" "turk2_s1121_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_8_1" "dpmog" "turk2_s1121_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_9_1" "dpmog" "turk2_s1121_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1121_cor_dpmog_1_10_1" "dpmog" "turk2_s1121_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_1_1" "emmog" "turk2_s1122_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_2_1" "emmog" "turk2_s1122_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_3_1" "emmog" "turk2_s1122_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_4_1" "emmog" "turk2_s1122_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_5_1" "emmog" "turk2_s1122_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_6_1" "emmog" "turk2_s1122_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_7_1" "emmog" "turk2_s1122_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_8_1" "emmog" "turk2_s1122_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_9_1" "emmog" "turk2_s1122_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1122_cor_emmog_1_10_1" "emmog" "turk2_s1122_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_1_1" "emmog" "turk2_s1123_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_2_1" "emmog" "turk2_s1123_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_3_1" "emmog" "turk2_s1123_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_4_1" "emmog" "turk2_s1123_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_5_1" "emmog" "turk2_s1123_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_6_1" "emmog" "turk2_s1123_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_7_1" "emmog" "turk2_s1123_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_8_1" "emmog" "turk2_s1123_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_9_1" "emmog" "turk2_s1123_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1123_cor_emmog_1_10_1" "emmog" "turk2_s1123_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_1_1" "emmog" "turk2_s1124_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_2_1" "emmog" "turk2_s1124_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_3_1" "emmog" "turk2_s1124_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_4_1" "emmog" "turk2_s1124_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_5_1" "emmog" "turk2_s1124_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_6_1" "emmog" "turk2_s1124_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_7_1" "emmog" "turk2_s1124_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_8_1" "emmog" "turk2_s1124_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_9_1" "emmog" "turk2_s1124_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1124_cor_emmog_1_10_1" "emmog" "turk2_s1124_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_1_1" "emmog" "turk2_s1126_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_2_1" "emmog" "turk2_s1126_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_3_1" "emmog" "turk2_s1126_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_4_1" "emmog" "turk2_s1126_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_5_1" "emmog" "turk2_s1126_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_6_1" "emmog" "turk2_s1126_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_7_1" "emmog" "turk2_s1126_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_8_1" "emmog" "turk2_s1126_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_9_1" "emmog" "turk2_s1126_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1126_cor_emmog_1_10_1" "emmog" "turk2_s1126_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_1_1" "emmog" "turk2_s1127_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_2_1" "emmog" "turk2_s1127_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_3_1" "emmog" "turk2_s1127_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_4_1" "emmog" "turk2_s1127_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_5_1" "emmog" "turk2_s1127_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_6_1" "emmog" "turk2_s1127_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_7_1" "emmog" "turk2_s1127_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_8_1" "emmog" "turk2_s1127_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_9_1" "emmog" "turk2_s1127_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1127_cor_emmog_1_10_1" "emmog" "turk2_s1127_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_1_1" "dpmog" "turk2_s1122_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_2_1" "dpmog" "turk2_s1122_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_3_1" "dpmog" "turk2_s1122_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_4_1" "dpmog" "turk2_s1122_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_5_1" "dpmog" "turk2_s1122_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_6_1" "dpmog" "turk2_s1122_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_7_1" "dpmog" "turk2_s1122_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_8_1" "dpmog" "turk2_s1122_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_9_1" "dpmog" "turk2_s1122_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1122_cor_dpmog_1_10_1" "dpmog" "turk2_s1122_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_1_1" "dpmog" "turk2_s1123_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_2_1" "dpmog" "turk2_s1123_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_3_1" "dpmog" "turk2_s1123_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_4_1" "dpmog" "turk2_s1123_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_5_1" "dpmog" "turk2_s1123_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_6_1" "dpmog" "turk2_s1123_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_7_1" "dpmog" "turk2_s1123_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_8_1" "dpmog" "turk2_s1123_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_9_1" "dpmog" "turk2_s1123_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1123_cor_dpmog_1_10_1" "dpmog" "turk2_s1123_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_1_1" "dpmog" "turk2_s1124_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_2_1" "dpmog" "turk2_s1124_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_3_1" "dpmog" "turk2_s1124_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_4_1" "dpmog" "turk2_s1124_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_5_1" "dpmog" "turk2_s1124_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_6_1" "dpmog" "turk2_s1124_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_7_1" "dpmog" "turk2_s1124_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_8_1" "dpmog" "turk2_s1124_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_9_1" "dpmog" "turk2_s1124_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1124_cor_dpmog_1_10_1" "dpmog" "turk2_s1124_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_1_1" "dpmog" "turk2_s1126_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_2_1" "dpmog" "turk2_s1126_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_3_1" "dpmog" "turk2_s1126_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_4_1" "dpmog" "turk2_s1126_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_5_1" "dpmog" "turk2_s1126_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_6_1" "dpmog" "turk2_s1126_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_7_1" "dpmog" "turk2_s1126_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_8_1" "dpmog" "turk2_s1126_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_9_1" "dpmog" "turk2_s1126_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1126_cor_dpmog_1_10_1" "dpmog" "turk2_s1126_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_1_1" "dpmog" "turk2_s1127_cor" "R1" "F1" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_2_1" "dpmog" "turk2_s1127_cor" "R1" "F2" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_3_1" "dpmog" "turk2_s1127_cor" "R1" "F3" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_4_1" "dpmog" "turk2_s1127_cor" "R1" "F4" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_5_1" "dpmog" "turk2_s1127_cor" "R1" "F5" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_6_1" "dpmog" "turk2_s1127_cor" "R1" "F6" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_7_1" "dpmog" "turk2_s1127_cor" "R1" "F7" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_8_1" "dpmog" "turk2_s1127_cor" "R1" "F8" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_9_1" "dpmog" "turk2_s1127_cor" "R1" "F9" "FR1" "turk2" "turk"
"turk2_s1127_cor_dpmog_1_10_1" "dpmog" "turk2_s1127_cor" "R1" "F10" "FR1" "turk2" "turk"
"turk_emmog_1_1_1" "emmog" "turk" "R1" "F1" "FR1" "turk" "turk"
"turk_emmog_1_2_1" "emmog" "turk" "R1" "F2" "FR1" "turk" "turk"
"turk_emmog_1_3_1" "emmog" "turk" "R1" "F3" "FR1" "turk" "turk"
"turk_emmog_1_4_1" "emmog" "turk" "R1" "F4" "FR1" "turk" "turk"
"turk_emmog_1_5_1" "emmog" "turk" "R1" "F5" "FR1" "turk" "turk"
"turk_emmog_1_6_1" "emmog" "turk" "R1" "F6" "FR1" "turk" "turk"
"turk_emmog_1_7_1" "emmog" "turk" "R1" "F7" "FR1" "turk" "turk"
"turk_emmog_1_8_1" "emmog" "turk" "R1" "F8" "FR1" "turk" "turk"
"turk_emmog_1_9_1" "emmog" "turk" "R1" "F9" "FR1" "turk" "turk"
"turk_emmog_1_10_1" "emmog" "turk" "R1" "F10" "FR1" "turk" "turk"
"turk_flgfa_1_1_1" "flgfa" "turk" "R1" "F1" "FR1" "turk" "turk"
"turk_flgfa_1_2_1" "flgfa" "turk" "R1" "F2" "FR1" "turk" "turk"
"turk_flgfa_1_3_1" "flgfa" "turk" "R1" "F3" "FR1" "turk" "turk"
"turk_flgfa_1_4_1" "flgfa" "turk" "R1" "F4" "FR1" "turk" "turk"
"turk_flgfa_1_5_1" "flgfa" "turk" "R1" "F5" "FR1" "turk" "turk"
"turk_flgfa_1_6_1" "flgfa" "turk" "R1" "F6" "FR1" "turk" "turk"
"turk_flgfa_1_7_1" "flgfa" "turk" "R1" "F7" "FR1" "turk" "turk"
"turk_flgfa_1_8_1" "flgfa" "turk" "R1" "F8" "FR1" "turk" "turk"
"turk_flgfa_1_9_1" "flgfa" "turk" "R1" "F9" "FR1" "turk" "turk"
"turk_flgfa_1_10_1" "flgfa" "turk" "R1" "F10" "FR1" "turk" "turk"
"turk_dpmog_1_1_1" "dpmog" "turk" "R1" "F1" "FR1" "turk" "turk"
"turk_dpmog_1_2_1" "dpmog" "turk" "R1" "F2" "FR1" "turk" "turk"
"turk_dpmog_1_3_1" "dpmog" "turk" "R1" "F3" "FR1" "turk" "turk"
"turk_dpmog_1_4_1" "dpmog" "turk" "R1" "F4" "FR1" "turk" "turk"
"turk_dpmog_1_5_1" "dpmog" "turk" "R1" "F5" "FR1" "turk" "turk"
"turk_dpmog_1_6_1" "dpmog" "turk" "R1" "F6" "FR1" "turk" "turk"
"turk_dpmog_1_7_1" "dpmog" "turk" "R1" "F7" "FR1" "turk" "turk"
"turk_dpmog_1_8_1" "dpmog" "turk" "R1" "F8" "FR1" "turk" "turk"
"turk_dpmog_1_9_1" "dpmog" "turk" "R1" "F9" "FR1" "turk" "turk"
"turk_dpmog_1_10_1" "dpmog" "turk" "R1" "F10" "FR1" "turk" "turk"
"turk_mpg_1_1_1" "mpg" "turk" "R1" "F1" "FR1" "turk" "turk"
"turk_mpg_1_2_1" "mpg" "turk" "R1" "F2" "FR1" "turk" "turk"
"turk_mpg_1_3_1" "mpg" "turk" "R1" "F3" "FR1" "turk" "turk"
"turk_mpg_1_4_1" "mpg" "turk" "R1" "F4" "FR1" "turk" "turk"
"turk_mpg_1_5_1" "mpg" "turk" "R1" "F5" "FR1" "turk" "turk"
"turk_mpg_1_6_1" "mpg" "turk" "R1" "F6" "FR1" "turk" "turk"
"turk_mpg_1_7_1" "mpg" "turk" "R1" "F7" "FR1" "turk" "turk"
"turk_mpg_1_8_1" "mpg" "turk" "R1" "F8" "FR1" "turk" "turk"
"turk_mpg_1_9_1" "mpg" "turk" "R1" "F9" "FR1" "turk" "turk"
"turk_mpg_1_10_1" "mpg" "turk" "R1" "F10" "FR1" "turk" "turk"
"turk_eq_emmog_1_1_1" "emmog" "turk_eq" "R1" "F1" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_2_1" "emmog" "turk_eq" "R1" "F2" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_3_1" "emmog" "turk_eq" "R1" "F3" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_4_1" "emmog" "turk_eq" "R1" "F4" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_5_1" "emmog" "turk_eq" "R1" "F5" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_6_1" "emmog" "turk_eq" "R1" "F6" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_7_1" "emmog" "turk_eq" "R1" "F7" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_8_1" "emmog" "turk_eq" "R1" "F8" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_9_1" "emmog" "turk_eq" "R1" "F9" "FR1" "turk_eq" "turk"
"turk_eq_emmog_1_10_1" "emmog" "turk_eq" "R1" "F10" "FR1" "turk_eq" "turk"
"turk_eq_dpmog_1_1_1" "dpmog" "turk_eq" "R1" "F1" "FR1" "turk_eq" "turk"
"turk_eq_dpmog_1_2_1" "dpmog" "turk_eq" "R1" "F2" "FR1" "turk_eq" "turk"
"turk_eq_dpmog_1_3_1" "dpmog" "turk_eq" "R1" "F3" "FR1" "turk_eq" "turk"
"turk_eq_dpmog_1_4_1" "dpmog" "turk_eq" "R1" "F4" "FR1" "turk_eq" "turk"
"turk_eq_dpmog_1_5_1" "dpmog" "turk_eq" "R1" "F5" "FR1" "turk_eq" "turk"
